,the_geom,Geographic_Area_Name,estimatedPercentBelowPovertyLevel
1071,"[[37.650002001, -122.073484097], [37.634345001, -122.063354094], [37.650519001, -122.070211096], [37.648487001, -122.079509098], [37.649576001, -122.075988097], [37.634938, -122.064048094], [37.635342001, -122.060817093], [37.650495002, -122.070320097], [37.649662001, -122.075500097], [37.649616001, -122.075764097]]",Census Tract 4378,8.30%
1072,"[[37.952909995, -122.508644198], [37.970042996, -122.521624202], [37.962035995, -122.509964199], [37.968335995, -122.530260204], [37.962167994, -122.534201203], [37.961448995, -122.5096582], [37.953143995, -122.508543199], [37.968839995, -122.520751202], [37.962850994, -122.533164203], [37.952457995, -122.508943198]]",Census Tract 1121,8.30%
1073,"[[38.10048003, -122.200441168], [38.104249029, -122.217863172], [38.10808303, -122.217707172], [38.109474031, -122.20536317], [38.100672029, -122.217913171], [38.10907403, -122.209880171], [38.10884103, -122.20405217], [38.10910603, -122.20786417], [38.099897029, -122.217782171], [38.10908003, -122.210680171]]",Census Tract 2502,8.30%
1074,"[[37.748765983, -122.445913165], [37.753369983, -122.441899165], [37.756453983, -122.445659166], [37.756577983, -122.445296166], [37.758983984, -122.440109165], [37.755825983, -122.447543166], [37.750641982, -122.449198166], [37.750260983, -122.449511166], [37.757257983, -122.444825166], [37.747992982, -122.448662166]]",Census Tract 204.02,8.30%
1075,"[[37.972128013, -122.288565167], [37.962761012, -122.287492165], [37.977597012, -122.295274169], [37.968210013, -122.285790166], [37.976621013, -122.291378168], [37.966306011, -122.30886217], [37.966306011, -122.30888417], [37.973253012, -122.302338169], [37.972731013, -122.289028167], [37.977563013, -122.292771169]]",Census Tract 3602,8.30%
1076,"[[37.701286977, -122.464960163], [37.699230977, -122.471675163], [37.693355976, -122.470031163], [37.701601977, -122.467577163], [37.701879977, -122.469678164], [37.693373976, -122.467990162], [37.700712977, -122.462203162], [37.695116977, -122.470760163], [37.693381977, -122.465246161], [37.695254977, -122.461919161]]",Census Tract 6006,8.30%
1077,"[[37.601038973, -122.406638142], [37.599294974, -122.39110214], [37.599554973, -122.404452141], [37.595095973, -122.398935141], [37.598361974, -122.390211139], [37.599484974, -122.391364139], [37.603720973, -122.401991142], [37.596540974, -122.391008139], [37.602498974, -122.404107142], [37.604498974, -122.400642142]]",Census Tract 6048,8.30%
1078,"[[37.997650013, -122.315772174], [38.010243015, -122.299479173], [37.997481014, -122.301309172], [38.005422015, -122.299420172], [38.006021015, -122.299536173], [37.998402013, -122.316324175], [37.997410013, -122.310251173], [37.999494013, -122.317086175], [37.997980013, -122.315975174], [37.997153013, -122.313640174]]",Census Tract 3591.02,8.30%
1079,"[[38.451593021, -122.709444288], [38.453129022, -122.708417288], [38.443196021, -122.702763286], [38.450126022, -122.698016286], [38.444048021, -122.702463286], [38.445515021, -122.700228286], [38.452129021, -122.709421288], [38.453167022, -122.709408288], [38.453055022, -122.705506287], [38.453094022, -122.706755287]]",Census Tract 1522.03,8.30%
1080,,Census Tract 3560.02,8.40%
1081,"[[37.490409978, -122.217090101], [37.495580976, -122.238073105], [37.482725976, -122.230516102], [37.485171975, -122.233780103], [37.488865977, -122.217377101], [37.489797975, -122.236512104], [37.486206975, -122.234940103], [37.482019976, -122.229537102], [37.480578976, -122.227543101], [37.481150976, -122.228334102]]",Census Tract 6102.02,8.40%
1082,"[[37.970929061, -121.620167064], [37.968831062, -121.620357063], [37.978256058, -121.677581074], [37.971551057, -121.677615072], [37.988441058, -121.691390076], [37.968828058, -121.670412071], [37.976241061, -121.633239067], [37.968919061, -121.620167064], [37.976098062, -121.620066064], [37.990643057, -121.694801077]]",Census Tract 3020.11,8.40%
1083,"[[37.789037988, -122.417659165], [37.788005987, -122.421968166], [37.787970988, -122.418478165], [37.788914988, -122.418669166], [37.788219988, -122.416548165], [37.789220988, -122.416198165], [37.787539988, -122.421871166], [37.788182988, -122.416840165], [37.789324988, -122.415385165], [37.787564988, -122.421673166]]",Census Tract 120.01,8.40%
1084,"[[37.722057981, -122.424861159], [37.720237982, -122.425492158], [37.716598981, -122.431167159], [37.716553981, -122.431080159], [37.722176982, -122.424784159], [37.719306981, -122.425843158], [37.717748981, -122.433568159], [37.718565981, -122.426403159], [37.720860981, -122.43121816], [37.721951982, -122.424355159]]",Census Tract 260.03,8.40%
1085,"[[37.808113002, -122.252891143], [37.807639002, -122.255548143], [37.811714002, -122.250027143], [37.810526002, -122.252796143], [37.808958002, -122.250364142], [37.810311003, -122.248140142], [37.808811002, -122.250638142], [37.809053002, -122.250010142], [37.810442002, -122.248469142], [37.808671002, -122.256322143]]",Census Tract 4037.02,8.40%
1086,"[[38.258396057, -122.017293159], [38.253268056, -122.014862158], [38.265033058, -122.005305158], [38.266936059, -122.001808158], [38.253110057, -122.007145157], [38.266149059, -122.003244157], [38.268248059, -121.999466158], [38.26986906, -121.988049156], [38.27142306, -121.993708157], [38.253324057, -122.004769157]]",Census Tract 2527.07,8.40%
1087,"[[38.005865045, -121.885274109], [38.007461045, -121.886683109], [38.011146047, -121.868695107], [37.999886045, -121.884243108], [38.014954046, -121.88346111], [38.010328045, -121.886341109], [38.002027045, -121.885815108], [38.001937045, -121.885887108], [38.005694046, -121.885207109], [37.997991045, -121.882093108]]",Census Tract 3131.05,8.40%
1088,"[[37.384546981, -122.032041061], [37.382063981, -122.022113059], [37.386574982, -122.021003059], [37.386350982, -122.020289059], [37.385921982, -122.018964059], [37.383504981, -122.02894306], [37.387884982, -122.024953061], [37.383504981, -122.02898306], [37.386529982, -122.02086006], [37.381793982, -122.021111059]]",Census Tract 5088,8.40%
1089,"[[37.697265001, -122.129821111], [37.700522002, -122.12169611], [37.694064001, -122.130001111], [37.699734002, -122.12056811], [37.700575002, -122.12177211], [37.701426002, -122.122984111], [37.690320001, -122.118959109], [37.692071001, -122.12928911], [37.698403001, -122.12505611], [37.692990001, -122.13005011]]",Census Tract 4338.02,8.40%
1090,"[[38.017322027, -122.14247715], [38.041495026, -122.18760516], [38.029359025, -122.187755158], [38.037270026, -122.180248158], [38.036465027, -122.167207156], [38.038763026, -122.183505159], [38.041874026, -122.18968916], [37.990025025, -122.139537147], [38.039012026, -122.182956159], [38.019352027, -122.147815151]]",Census Tract 3180,8.40%
1091,"[[38.462465023, -122.690606286], [38.464912024, -122.695310288], [38.464564023, -122.697440288], [38.450560023, -122.686137285], [38.469579023, -122.70399429], [38.456604022, -122.707062288], [38.450294023, -122.684724284], [38.464782023, -122.695015287], [38.453967023, -122.686246285], [38.454369023, -122.687215285]]",Census Tract 1523,8.40%
1092,"[[37.385354979, -122.056979064], [37.38479698, -122.053845065], [37.387462979, -122.057997065], [37.382744979, -122.068273066], [37.38574898, -122.052324064], [37.386020979, -122.052441064], [37.385924979, -122.063753066], [37.386004979, -122.062303065], [37.378136978, -122.067774066], [37.386504979, -122.053965065]]",Census Tract 5091.11,8.40%
1093,"[[37.578283978, -122.322240126], [37.580419977, -122.324539127], [37.596211979, -122.321481129], [37.575818978, -122.300387123], [37.587018977, -122.33465913], [37.578738977, -122.322716127], [37.574346978, -122.306421124], [37.586514977, -122.332934129], [37.583991977, -122.328423128], [37.571554978, -122.296681122]]",Census Tract 6061,8.40%
1094,"[[37.797815988, -122.43733917], [37.798025987, -122.435691169], [37.797815988, -122.43733917], [37.795858988, -122.430196168], [37.798443988, -122.432406169], [37.795648987, -122.431841168], [37.796883988, -122.437151169], [37.795330987, -122.434338169], [37.796787988, -122.430384168], [37.797720988, -122.430572169]]",Census Tract 130.02,8.50%
1095,"[[37.628049974, -122.43201015], [37.626857974, -122.421900147], [37.640890975, -122.422355149], [37.625331973, -122.426342148], [37.633207975, -122.418268148], [37.625719973, -122.429531149], [37.630187973, -122.43484415], [37.640402975, -122.423592149], [37.640476975, -122.42344815], [37.634188975, -122.413772147]]",Census Tract 6041.02,8.50%
1096,"[[37.308580989, -121.827398021], [37.316508989, -121.834555023], [37.307912988, -121.834985022], [37.305342988, -121.832291022], [37.308429989, -121.827850021], [37.31843899, -121.831808023], [37.316842989, -121.830194022], [37.312989989, -121.839910023], [37.309940988, -121.837969023], [37.313927989, -121.838455023]]",Census Tract 5032.11,8.50%
1097,"[[37.293733985, -121.865910025], [37.302881986, -121.862271025], [37.290822985, -121.857268023], [37.286778986, -121.845620021], [37.298848986, -121.856621024], [37.296584985, -121.870997026], [37.291718985, -121.859957024], [37.291457985, -121.859183024], [37.296858985, -121.871010026], [37.300724985, -121.865506026]]",Census Tract 5031.26,8.50%
1098,"[[37.587951972, -122.410466142], [37.588711972, -122.40503314], [37.592761972, -122.399773141], [37.588342972, -122.409661141], [37.594719974, -122.387884139], [37.588828972, -122.40501314], [37.588113972, -122.40622314], [37.595970974, -122.39199614], [37.586469973, -122.394241139], [37.593285973, -122.39790414]]",Census Tract 6049,8.50%
1099,"[[37.256160986, -121.801811011], [37.247209986, -121.788347008], [37.255640986, -121.79423001], [37.249394986, -121.792018009], [37.255549986, -121.79401001], [37.248439987, -121.781001007], [37.246573987, -121.777483007], [37.241215986, -121.776389006], [37.243597987, -121.772116005], [37.242757986, -121.780923006]]",Census Tract 5120.39,8.50%
1100,"[[37.334732983, -121.93587704], [37.334386983, -121.93632604], [37.337866985, -121.92878804], [37.326778984, -121.915415036], [37.323442983, -121.922239037], [37.329168983, -121.94075304], [37.326930983, -121.930269039], [37.323424983, -121.925927037], [37.326925983, -121.930854039], [37.323466984, -121.916866037]]",Census Tract 5005,8.50%
1101,"[[37.692941006, -122.065584101], [37.695474007, -122.056603099], [37.704012006, -122.060674101], [37.695683006, -122.0583741], [37.693705006, -122.0599091], [37.701572007, -122.0544871], [37.702764007, -122.0557591], [37.693575005, -122.067608101], [37.700935007, -122.0555241], [37.700554005, -122.074061103]]",Census Tract 4308,8.50%
1102,,Census Tract 6137.02,8.60%
1103,"[[37.416584978, -122.116383077], [37.422384978, -122.112123078], [37.417438978, -122.114827077], [37.414694978, -122.118763077], [37.423878979, -122.114259078], [37.416393978, -122.116610078], [37.423854979, -122.114223078], [37.419414979, -122.111063077], [37.414625978, -122.118589077], [37.422113977, -122.124410079]]",Census Tract 5108.03,8.60%
1104,"[[37.625672975, -122.410389145], [37.622888974, -122.412569145], [37.634188975, -122.413772147], [37.623785974, -122.413285146], [37.632733975, -122.418877147], [37.626467975, -122.410406145], [37.630664975, -122.417788148], [37.622997975, -122.412659146], [37.622700974, -122.412423146], [37.632955975, -122.418849148]]",Census Tract 6041.04,8.60%
1105,"[[37.990469054, -121.753426086], [37.993055052, -121.783929092], [37.986115051, -121.77892209], [37.985850051, -121.77843809], [37.998157051, -121.786347093], [37.980527052, -121.761783087], [37.983079053, -121.746955085], [37.980377053, -121.758944086], [37.983207052, -121.769806088], [37.993169052, -121.783951092]]",Census Tract 3080.02,8.60%
1106,"[[37.684570006, -122.054644098], [37.680959004, -122.0720961], [37.677624004, -122.066817099], [37.681151004, -122.0711501], [37.678453004, -122.062890099], [37.679924004, -122.058217098], [37.685667005, -122.0649901], [37.684189004, -122.070189101], [37.685980005, -122.0634001], [37.675769003, -122.0722371]]",Census Tract 4353,8.60%
1107,"[[37.275398984, -121.84431302], [37.279717985, -121.84479602], [37.280083985, -121.84558002], [37.280226984, -121.857540022], [37.278717986, -121.84357602], [37.280445984, -121.861026023], [37.280262985, -121.851258021], [37.274566984, -121.851542021], [37.280429984, -121.860987023], [37.280159985, -121.852086022]]",Census Tract 5031.16,8.60%
1108,"[[37.495066976, -122.245196106], [37.493496975, -122.243504105], [37.495580976, -122.238073105], [37.490985975, -122.239298105], [37.493355976, -122.243315106], [37.494827975, -122.244921106], [37.493231975, -122.243150105], [37.494074976, -122.244253106], [37.492903976, -122.235398104], [37.496472976, -122.238923105]]",Census Tract 6101,8.60%
1109,"[[37.837516003, -122.266461148], [37.839637003, -122.264538148], [37.838801003, -122.265157148], [37.844252004, -122.261427148], [37.843318004, -122.267911149], [37.844885004, -122.261330148], [37.837535003, -122.266737148], [37.839742004, -122.264433148], [37.842050004, -122.261773147], [37.840002004, -122.264177148]]",Census Tract 4006,8.60%
1110,"[[37.318402986, -121.868715029], [37.303658986, -121.854401025], [37.314254988, -121.841676024], [37.302472987, -121.855739025], [37.320746988, -121.851571026], [37.317869987, -121.870890029], [37.315118989, -121.842534024], [37.302997986, -121.854961025], [37.318814988, -121.852878026], [37.309101987, -121.845924023]]",Census Tract 5031.22,8.60%
1111,"[[37.97667401, -122.324775173], [37.96790401, -122.328374173], [37.975653009, -122.339833175], [37.966513009, -122.332555173], [37.967966009, -122.336581173], [37.96680901, -122.323050172], [37.966767009, -122.323238172], [37.96916401, -122.323547172], [37.972132009, -122.340981175], [37.97796401, -122.333607175]]",Census Tract 3671,8.60%
1112,"[[37.391786983, -122.01924106], [37.388944982, -122.025523061], [37.395834983, -122.01790306], [37.393923983, -122.013336059], [37.385954983, -122.016233059], [37.386464982, -122.015663058], [37.390434982, -122.02307306], [37.387034982, -122.022373059], [37.396329984, -122.01636306], [37.386284983, -122.015723058]]",Census Tract 5090.02,8.60%
1113,"[[38.125161039, -122.106544157], [38.14301904, -122.121362162], [38.120897035, -122.154402164], [38.146192041, -122.116349161], [38.135835041, -122.085312155], [38.105627033, -122.163346163], [38.145738042, -122.093135157], [38.122036035, -122.157835165], [38.134617042, -122.081781154], [38.033031027, -122.157432154]]",Census Tract 2521.02,8.70%
1114,"[[37.301519982, -121.918591034], [37.306733982, -121.921878035], [37.302041982, -121.922940035], [37.301242982, -121.919041035], [37.301613982, -121.918473034], [37.312749983, -121.914664035], [37.311236982, -121.917248035], [37.306187982, -121.914297034], [37.302286982, -121.917972034], [37.310710982, -121.917830035]]",Census Tract 5022.03,8.70%
1115,"[[37.594173995, -122.090947093], [37.591648996, -122.077697091], [37.593009995, -122.088389093], [37.592289996, -122.076103091], [37.592132996, -122.074105091], [37.596061995, -122.090921094], [37.593929996, -122.083811092], [37.591677995, -122.077583091], [37.601360996, -122.090732094], [37.591415996, -122.07198109]]",Census Tract 4403.31,8.70%
